2002|Cargo|131394051|ACTIVO|707727494|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13578|04/01/2023 13:48:53|04/01/2023 14:32:43|0|3,00|||0|0|0|0|0|0|0|OK||||
2002|Cargo|113915971|ACTIVO|707727841|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13569|04/01/2023 13:28:34|04/01/2023 14:32:58|0|0,13|||0|0|0|0|0|0|0|OK||||
2002|Cargo|13425551|ACTIVO|707728115|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13585|04/01/2023 13:58:38|04/01/2023 14:33:10|0|1,24|||0|0|0|0|0|0|0|OK||||
2003|Abono|113915971|ACTIVO|707730136|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13569|04/01/2023 13:28:34|04/01/2023 14:40:02|24,50|0,29|||0,29|0,03|0|0|0|0|0|OK|00001|||
2003|Abono|113915971|ACTIVO|707733398|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13569|04/01/2023 13:28:34|04/01/2023 15:10:50|24,50|0,29|||0|0,03|0|0|0|0|0|VAL_OP_DUPLICADA|00001|||
2003|Abono|168319331|ACTIVO|707751483|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11191|04/01/2023 12:58:51|04/01/2023 16:05:23|25,55|0,12|||1,08|0|0|0|0|0|0|OK|00008|||
2002|Cargo|134233851|ACTIVO|707753526|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11233|04/01/2023 15:51:02|04/01/2023 16:06:30|0|0,48|||0|0|0|0|0|0|0|OK||||
2002|Cargo|134233851|ACTIVO|707754231|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11233|04/01/2023 15:51:02|04/01/2023 16:06:51|0|0,48|||0|0|0|0|0|0|0|VAL_OP_DUPLICADA||||
2003|Abono|168578031|ACTIVO|707780975|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11242|04/01/2023 16:20:33|04/01/2023 16:20:34|20,60|3,00|||4,00|0,08|0,03|0|0|0|0|OK|00003|||
2003|Abono|162518511|ACTIVO|707786554|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11254|04/01/2023 16:57:20|04/01/2023 16:57:21|7,79|2,10|||2,10|0|0|0|0,10|0|0|OK|00003|||
2002|Cargo|162518511|ACTIVO|707786657|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11255|04/01/2023 16:57:58|04/01/2023 16:57:59|0|1,15|||0,95|0|0|0|0|0|0|OK||||
2003|Abono|9600010641|ACTIVO|707802716|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11295|04/01/2023 18:18:37|04/01/2023 18:18:38|17,85|0,60|||0,60|0,05|0|0|0|0|0|OK|00003|||
2003|Abono|9600233181|ACTIVO|707803279|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11298|04/01/2023 18:20:44|04/01/2023 18:20:45|8,09|0,12|||0,12|0|0|0|0|0|0|OK|00003|||
2003|Abono|90860281|ACTIVO|707812032|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13613|04/01/2023 18:52:19|04/01/2023 18:52:20|3,67|0,18|||0,54|0,02|0|0|0|0|0|OK|00001|||
2002|Cargo|90860281|ACTIVO|707812033|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13613|04/01/2023 18:52:19|04/01/2023 18:52:20|0|0,36|||0,18|0|0|0|0|0|0|OK||||
2003|Abono|20088041|ACTIVO|707812081|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11327|04/01/2023 18:52:31|04/01/2023 18:52:31|16,08|0,40|||0,40|0,04|0|0|0|0|0|OK|00003|||
2002|Cargo|154833211|ACTIVO|707818351|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11338|04/01/2023 19:13:59|04/01/2023 19:14:00|0|7,77|||0|0|0|0|0|0|0|OK||||
2003|Abono|121822441|ACTIVO|707821094|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11344|04/01/2023 19:23:07|04/01/2023 19:23:08|10,86|0,88|||0,88|0|0,15|0|0|0|0|OK|00003|||
2002|Cargo|9100190841|ACTIVO|707829621|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|2|11365|04/01/2023 19:52:11|04/01/2023 19:52:12|0|6,52|||0|0|0|0|0|0|0|OK||||
2003|Abono|9600448581|ACTIVO|707839837|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13621|04/01/2023 20:30:30|04/01/2023 20:30:31|27,75|0,15|||1,11|0,01|0|0|0|0|0|OK|00001|||
2003|Abono|86274841|ACTIVO|707840286|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13622|04/01/2023 20:32:22|04/01/2023 20:32:23|39,09|0,35|||0,35|0,03|0|0|0|0|0|OK|00001|||
2002|Cargo|144052621|ACTIVO|707846530|125|Caprabo S.A.|8463|CAPRABO LLORET - GIRONA||F_CAPRABO|1|13636|04/01/2023 20:59:41|04/01/2023 20:59:42|0|15,92|||0,78|0|0|0|0|0|0|OK||||
2002|Cargo|1215781|ACTIVO|707686322|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15337|04/01/2023 10:08:52|04/01/2023 10:08:52|0|0,92|||0|0|0|0|0|0|0|OK||||
2002|Cargo|140777801|ACTIVO|707696510|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15353|04/01/2023 10:56:49|04/01/2023 10:56:50|0|6,53|||0|0|0|0|0|0|0|OK||||
2003|Abono|136777891|ACTIVO|707704878|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15370|04/01/2023 11:26:38|04/01/2023 11:26:39|15,10|3,72|||3,72|0|0|0|0,18|0|0|OK|00003|||
2003|Abono|170103311|ACTIVO|707707301|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15375|04/01/2023 11:34:25|04/01/2023 11:34:26|27,68|5,00|||5,00|0,26|0,35|0|0|0|0|OK|00003|||
2003|Abono|167166261|ACTIVO|707709371|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15380|04/01/2023 11:40:45|04/01/2023 11:40:46|33,29|3,00|||3,00|0,16|0,02|0|0,04|0|0|OK|00003|||
2003|Abono|13046601|ACTIVO|707713311|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|2|11138|04/01/2023 11:52:07|04/01/2023 11:52:07|21,83|6,72|||6,72|0|0|0|0,31|0|0|OK|00004|||
2002|Cargo|3476031|ACTIVO|707723462|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15406|04/01/2023 12:21:01|04/01/2023 12:21:01|0|6,40|||1,31|0|0|0|0|0|0|OK||||
2002|Cargo|7736381|ACTIVO|707727662|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15411|04/01/2023 12:34:29|04/01/2023 14:32:50|0|6,42|||0|0|0|0|0|0|0|OK||||
2002|Cargo|170103311|ACTIVO|707728044|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15410|04/01/2023 12:32:06|04/01/2023 14:33:07|0|5,00|||0|0|0|0|0|0|0|OK||||
2002|Cargo|13040981|ACTIVO|707729254|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15435|04/01/2023 13:14:51|04/01/2023 14:34:13|0|1,74|||0|0|0|0|0|0|0|OK||||
2002|Cargo|170103311|ACTIVO|707729438|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15410|04/01/2023 12:32:06|04/01/2023 14:34:22|0|5,00|||0|0|0|0|0|0|0|VAL_OP_DUPLICADA||||
2002|Cargo|7736381|ACTIVO|707729568|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15411|04/01/2023 12:34:29|04/01/2023 14:34:29|0|6,42|||0|0|0|0|0|0|0|VAL_OP_DUPLICADA||||
2002|Cargo|133993971|ACTIVO|707729712|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15432|04/01/2023 13:10:18|04/01/2023 14:34:37|0|1,07|||0|0|0|0|0|0|0|OK||||
2002|Cargo|144462871|ACTIVO|707805947|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15547|04/01/2023 18:30:51|04/01/2023 18:30:52|0|0,10|||0|0|0|0|0|0|0|OK||||
2002|Cargo|2775801|ACTIVO|707806751|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15548|04/01/2023 18:33:52|04/01/2023 18:33:53|0|0,12|||0|0|0|0|0|0|0|OK||||
2002|Cargo|10969451|ACTIVO|707806934|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15549|04/01/2023 18:34:27|04/01/2023 18:34:28|0|0,20|||0|0|0|0|0|0|0|OK||||
2003|Abono|165481331|ACTIVO|707811585|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|1|15558|04/01/2023 18:50:51|04/01/2023 18:50:51|34,65|4,06|||4,06|0,30|0|0|0|0|0|OK|00001|||
2002|Cargo|9600006301|ACTIVO|707849285|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|2|11150|04/01/2023 21:23:48|04/01/2023 21:23:49|0|0,67|||0|0|0|0|0|0|0|OK||||
2003|Abono|9600006301|ACTIVO|707849286|125|Caprabo S.A.|8417|CITY FRQ. CAPRABO PALAMOS - GIRONA|TRANSITORIO CPB|F_CAPRABO|2|11150|04/01/2023 21:23:48|04/01/2023 21:23:49|6,28|0,17|||0,17|0|0|0|0|0|0|OK|00004|||
